id,ratingCategory
3461,0
2604,1
3341,1
3764,0
2306,1
1438,1
2571,0
4148,0
4452,0
354,0
1709,0
3738,1
1791,0
2173,1
409,1
1258,1
4601,0
2093,0
3030,1
3496,1
120,1
708,1
4210,0
2566,1
3309,0
1855,1
2746,1
2126,1
2199,0
4631,0
4496,0
4441,0
4584,0
1203,1
1267,0
4181,0
3560,1
4929,0
2486,0
1695,1
2084,0
887,0
1336,0
4309,0
2387,0
5033,0
2903,0
4867,0
455,0
3365,1
3255,0
1014,0
4808,0
307,1
2374,1
4229,0
1505,1
2848,1
1431,0
484,1
602,1
4151,0
4918,0
4991,0
1425,0
2343,0
2916,1
2762,0
3245,1
1944,1
317,0
4493,1
4436,0
3886,1
3146,0
3729,0
4315,1
4014,0
1640,1
3856,1
4431,1
988,1
719,0
2844,1
1295,0
1405,1
3022,0
2878,0
1325,1
3971,0
4017,0
1244,0
3507,0
1829,1
164,0
4258,0
1186,0
2024,1
1530,1
2314,0
1416,1
2688,1
4740,0
1133,0
5075,0
4921,0
792,0
2615,1
2428,1
1396,0
847,1
940,1
1692,1
3007,0
4036,1
3579,1
3519,0
4770,0
4313,0
1198,1
1399,0
2021,0
1875,0
1165,1
5077,0
103,0
4291,0
4325,0
4312,1
3186,1
4931,0
3310,1
952,1
3761,0
3852,1
4542,1
3003,1
3520,0
285,1
4320,0
4940,0
895,1
3947,0
2527,1
2754,1
1652,0
2213,1
1683,1
486,0
1685,1
2453,1
2573,0
2677,1
2281,0
2348,1
3908,0
3582,1
4654,0
672,1
2875,1
3031,0
4112,0
1783,0
3377,1
3116,1
3052,1
4040,0
2737,0
3493,1
2073,0
4286,1
67,0
4553,0
542,0
1838,1
2186,1
2448,1
2752,1
1403,0
835,1
1144,0
848,0
2056,1
4116,0
4287,1
3530,1
4414,0
1656,1
3965,0
2106,0
4687,0
4897,1
2825,0
4703,0
3002,1
4422,0
2120,0
1112,0
2336,0
4819,1
1120,0
1073,1
4881,0
4668,1
4944,0
3791,1
4305,0
217,1
4003,1
1781,0
2047,1
3127,1
4671,1
2323,1
249,1
971,1
4333,0
2592,1
3151,0
3232,0
482,0
1058,1
1426,1
2884,1
1174,1
2845,1
2761,0
2300,1
3531,0
14,1
3772,0
1480,0
2212,1
4432,0
1082,1
290,0
2666,1
4093,0
2164,0
3423,0
3527,0
215,0
4576,0
1952,1
1988,1
1373,1
3414,0
2251,0
1243,0
4539,0
3690,0
266,1
3106,0
3465,0
5073,0
4915,1
6,0
4550,0
3614,0
2808,1
139,1
4155,0
1808,1
1673,1
4454,0
4413,0
214,0
3393,1
2919,1
359,1
3933,0
3562,1
982,1
3899,0
2656,1
27,0
2372,1
1355,1
1240,1
3256,0
41,0
2541,1
574,0
917,1
3376,0
268,0
3898,1
100,0
2841,1
2956,1
3594,1
3622,0
1202,1
